row,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
5587,5587,COMET_MC,1,753,active,ARFF,,,,0.0,6.0,7619400.0,0.0,0.0,6.0,0.0
5648,5648,COMET_MC,2,753,active,ARFF,,,,0.0,6.0,7619400.0,0.0,0.0,6.0,0.0
5889,5889,COMET_MC,3,753,active,ARFF,,,,0.0,6.0,7619400.0,0.0,0.0,6.0,0.0
6331,6331,LoanDefaultPrediction,1,835,active,arff,,64.0,,0.0,771.0,105471.0,53531.0,785955.0,765.0,6.0
6332,6332,cylinder-bands,2,2,active,ARFF,312.0,71.0,228.0,2.0,40.0,540.0,263.0,999.0,18.0,22.0
23380,23380,cjs,3,2,active,ARFF,680.0,57.0,274.0,6.0,35.0,2796.0,2795.0,68100.0,32.0,3.0
23381,23381,dresses-sales,2,64,active,ARFF,290.0,24.0,210.0,2.0,13.0,500.0,401.0,835.0,1.0,12.0
23383,23383,SensorDataResource,1,417,active,ARFF,,127591.0,,,27.0,127591.0,0.0,0.0,25.0,2.0
23394,23394,COMET_MC_SAMPLE,1,753,active,ARFF,,,,,6.0,761940.0,0.0,0.0,6.0,0.0
23395,23395,COMET_MC_SAMPLE,2,753,active,ARFF,,,,0.0,6.0,89640.0,0.0,0.0,6.0,0.0
23396,23396,COMET_MC_SAMPLE,3,753,active,ARFF,,,,,6.0,89640.0,0.0,0.0,6.0,0.0
23397,23397,COMET_MC_SAMPLE,4,753,active,ARFF,,,,0.0,6.0,761940.0,0.0,0.0,6.0,0.0
23420,23420,yagoSchema.ttl,4,1143,active,ARFF,,,,,4.0,181.0,0.0,0.0,3.0,0.0
23499,23499,breast-cancer-dropped-missing-attributes-values,1,1336,active,ARFF,196.0,11.0,81.0,2.0,10.0,277.0,0.0,0.0,0.0,10.0
23512,23512,higgs,2,2,active,ARFF,51827.0,2.0,46223.0,2.0,29.0,98050.0,1.0,9.0,28.0,1.0
23513,23513,KDD98,1,835,active,arff,,25847.0,,0.0,479.0,191260.0,191260.0,5587563.0,347.0,132.0
23515,23515,sulfur,1,225,active,ARFF,,,,0.0,7.0,10081.0,0.0,0.0,7.0,0.0
23516,23516,debutanizer,1,225,active,ARFF,,,,0.0,8.0,2394.0,0.0,0.0,8.0,0.0
23517,23517,numerai28.6,2,2,active,ARFF,48658.0,2.0,47662.0,2.0,22.0,96320.0,0.0,0.0,21.0,1.0
40474,40474,thyroid-allbp,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0
40475,40475,thyroid-allhyper,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0
40476,40476,thyroid-allhypo,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0
40477,40477,thyroid-allrep,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0
40478,40478,thyroid-dis,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0
40496,40496,LED-display-domain-7digit,1,64,active,ARFF,57.0,10.0,37.0,10.0,8.0,500.0,0.0,0.0,7.0,1.0
40497,40497,thyroid-ann,1,64,active,ARFF,3488.0,3.0,93.0,3.0,22.0,3772.0,0.0,0.0,21.0,1.0
40498,40498,wine-quality-white,1,64,active,ARFF,2198.0,7.0,5.0,7.0,12.0,4898.0,0.0,0.0,11.0,1.0
40499,40499,texture,1,64,active,ARFF,500.0,11.0,500.0,11.0,41.0,5500.0,0.0,0.0,40.0,1.0
40505,40505,treepipit,1,970,active,ARFF,,,,0.0,10.0,86.0,0.0,0.0,10.0,0.0
40514,40514,BNG(credit-g),2,1,active,arff,699774.0,11.0,300226.0,2.0,21.0,1000000.0,0.0,0.0,7.0,14.0
40515,40515,BNG(spambase),2,1,active,arff,605948.0,3.0,394052.0,2.0,58.0,1000000.0,0.0,0.0,0.0,58.0
40516,40516,BNG(optdigits),2,1,active,arff,101675.0,10.0,98637.0,10.0,65.0,1000000.0,0.0,0.0,0.0,65.0
40517,40517,20_newsgroups.drift,2,1,active,arff,379943.0,2.0,19997.0,2.0,1001.0,399940.0,0.0,0.0,0.0,1001.0
40518,40518,BNG(ionosphere),2,1,active,arff,641025.0,3.0,358975.0,2.0,35.0,1000000.0,0.0,0.0,0.0,35.0
40519,40519,BNG(segment),2,1,active,arff,143586.0,7.0,142366.0,7.0,20.0,1000000.0,0.0,0.0,0.0,20.0
40520,40520,BNG(anneal),2,1,active,arff,759652.0,10.0,555.0,6.0,39.0,1000000.0,0.0,0.0,6.0,33.0
40536,40536,SpeedDating,1,2,active,ARFF,6998.0,259.0,1380.0,2.0,123.0,8378.0,7330.0,18372.0,59.0,64.0
40588,40588,birds,3,2373,active,ARFF,631.0,12.0,14.0,2.0,279.0,645.0,0.0,0.0,258.0,21.0
40589,40589,emotions,3,2373,active,ARFF,420.0,2.0,173.0,2.0,78.0,593.0,0.0,0.0,72.0,6.0
40590,40590,enron,2,2373,active,ARFF,1676.0,2.0,26.0,2.0,1054.0,1702.0,0.0,0.0,0.0,1054.0
40591,40591,genbase,2,2373,active,ARFF,583.0,2.0,79.0,2.0,1213.0,662.0,0.0,0.0,0.0,1213.0
40592,40592,image,2,2373,active,ARFF,1591.0,2.0,409.0,2.0,140.0,2000.0,0.0,0.0,135.0,5.0
40593,40593,langLog,1,2373,active,ARFF,1441.0,2.0,19.0,2.0,1079.0,1460.0,0.0,0.0,1004.0,75.0
40594,40594,reuters,2,2373,active,ARFF,1169.0,2.0,831.0,2.0,250.0,2000.0,0.0,0.0,243.0,7.0
40595,40595,scene,4,2373,active,ARFF,1980.0,2.0,427.0,2.0,300.0,2407.0,0.0,0.0,294.0,6.0
40596,40596,slashdot,3,2373,active,ARFF,3707.0,2.0,75.0,2.0,1101.0,3782.0,0.0,0.0,1079.0,22.0
40597,40597,yeast,4,2373,active,ARFF,1655.0,2.0,762.0,2.0,117.0,2417.0,0.0,0.0,103.0,14.0
40601,40601,RAM_price,1,2,active,ARFF,,,,0.0,3.0,333.0,0.0,0.0,3.0,0.0
40645,40645,GAMETES_Epistasis_2-Way_1000atts_0.4H_EDM-1_EDM-1_1,1,869,active,ARFF,800.0,3.0,800.0,2.0,1001.0,1600.0,0.0,0.0,0.0,1001.0
40646,40646,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0
40647,40647,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0
40648,40648,GAMETES_Epistasis_3-Way_20atts_0.2H_EDM-1_1,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0
40649,40649,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0
40650,40650,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM-2_001,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0
40660,40660,analcatdata_fraud,1,869,active,ARFF,29.0,9.0,13.0,2.0,12.0,42.0,0.0,0.0,0.0,12.0
40663,40663,calendarDOW,1,869,active,ARFF,96.0,10.0,44.0,5.0,33.0,399.0,0.0,0.0,12.0,21.0
40664,40664,car-evaluation,1,869,active,ARFF,1210.0,4.0,65.0,4.0,22.0,1728.0,0.0,0.0,0.0,22.0
40665,40665,clean1,1,869,active,ARFF,269.0,2.0,207.0,2.0,169.0,476.0,0.0,0.0,168.0,1.0
40666,40666,clean2,1,869,active,ARFF,5581.0,2.0,1017.0,2.0,169.0,6598.0,0.0,0.0,168.0,1.0
40668,40668,connect-4,2,869,active,ARFF,44473.0,3.0,6449.0,3.0,43.0,67557.0,0.0,0.0,0.0,43.0
40669,40669,corral,1,869,active,ARFF,90.0,2.0,70.0,2.0,7.0,160.0,0.0,0.0,0.0,7.0
40670,40670,dna,1,869,active,ARFF,1654.0,3.0,765.0,3.0,181.0,3186.0,0.0,0.0,0.0,181.0
40671,40671,ecoli,3,869,active,ARFF,143.0,5.0,20.0,5.0,8.0,327.0,0.0,0.0,7.0,1.0
40672,40672,fars,1,869,active,ARFF,42116.0,10.0,9.0,8.0,30.0,100968.0,0.0,0.0,14.0,16.0
40677,40677,led24,1,869,active,ARFF,337.0,10.0,296.0,10.0,25.0,3200.0,0.0,0.0,0.0,25.0
40678,40678,led7,1,869,active,ARFF,341.0,10.0,270.0,10.0,8.0,3200.0,0.0,0.0,0.0,8.0
40680,40680,mofn-3-7-10,1,869,active,ARFF,1032.0,2.0,292.0,2.0,11.0,1324.0,0.0,0.0,0.0,11.0
40681,40681,mux6,1,869,active,ARFF,64.0,2.0,64.0,2.0,7.0,128.0,0.0,0.0,0.0,7.0
40682,40682,thyroid-new,1,869,active,ARFF,150.0,3.0,30.0,3.0,6.0,215.0,0.0,0.0,5.0,1.0
40683,40683,postoperative-patient-data,3,869,active,ARFF,64.0,5.0,24.0,2.0,9.0,88.0,0.0,0.0,0.0,9.0
40685,40685,shuttle,1,869,active,ARFF,45586.0,7.0,10.0,7.0,10.0,58000.0,0.0,0.0,9.0,1.0
40686,40686,solar-flare,3,869,active,ARFF,88.0,6.0,21.0,5.0,13.0,315.0,0.0,0.0,0.0,13.0
40687,40687,solar-flare,4,869,active,ARFF,331.0,8.0,43.0,6.0,13.0,1066.0,0.0,0.0,0.0,13.0
40690,40690,threeOf9,1,869,active,ARFF,274.0,2.0,238.0,2.0,10.0,512.0,0.0,0.0,0.0,10.0
40691,40691,wine-quality-red,1,869,active,ARFF,681.0,6.0,10.0,6.0,12.0,1599.0,0.0,0.0,11.0,1.0
40693,40693,xd6,1,869,active,ARFF,651.0,2.0,322.0,2.0,10.0,973.0,0.0,0.0,0.0,10.0
40700,40700,cars1,1,869,active,ARFF,245.0,5.0,68.0,3.0,8.0,392.0,0.0,0.0,6.0,2.0
40701,40701,churn,1,869,active,ARFF,4293.0,10.0,707.0,2.0,21.0,5000.0,0.0,0.0,16.0,5.0
40702,40702,solar-flare,5,869,active,ARFF,884.0,6.0,182.0,2.0,11.0,1066.0,0.0,0.0,0.0,11.0
40704,40704,Titanic,2,869,active,ARFF,1490.0,2.0,711.0,2.0,4.0,2201.0,0.0,0.0,3.0,1.0
40705,40705,tokyo1,1,869,active,ARFF,613.0,2.0,346.0,2.0,45.0,959.0,0.0,0.0,42.0,3.0
40706,40706,parity5_plus_5,1,869,active,ARFF,567.0,2.0,557.0,2.0,11.0,1124.0,0.0,0.0,0.0,11.0
40707,40707,allbp,1,869,active,ARFF,3609.0,5.0,14.0,3.0,30.0,3772.0,0.0,0.0,6.0,24.0
40708,40708,allrep,1,869,active,ARFF,3648.0,5.0,34.0,4.0,30.0,3772.0,0.0,0.0,6.0,24.0
40709,40709,analcatdata_happiness,1,869,active,ARFF,20.0,5.0,20.0,3.0,4.0,60.0,0.0,0.0,1.0,3.0
40710,40710,cleve,1,869,active,ARFF,165.0,5.0,138.0,2.0,14.0,303.0,0.0,0.0,5.0,9.0
40711,40711,cleveland-nominal,1,869,active,ARFF,164.0,5.0,13.0,5.0,8.0,303.0,0.0,0.0,0.0,8.0
40713,40713,dis,1,869,active,ARFF,3714.0,5.0,58.0,2.0,30.0,3772.0,0.0,0.0,6.0,24.0
40714,40714,parity5,1,869,active,ARFF,16.0,2.0,16.0,2.0,6.0,32.0,0.0,0.0,0.0,6.0
40728,40728,Ceres-discovery-data,1,2992,active,ARFF,,,,,9.0,22.0,3.0,17.0,9.0,0.0
40753,40753,delays_zurich_transport,1,970,active,ARFF,,7.0,,0.0,15.0,5465575.0,132617.0,132617.0,11.0,1.0
40864,40864,Honey_bee_Seasonal_mortality,1,3452,active,ARFF,,4758.0,,,39.0,4758.0,0.0,0.0,1.0,38.0
40869,40869,pathogen_survey_dataset,3,3508,active,ARFF,,17.0,,,17.0,944.0,0.0,0.0,10.0,7.0
40900,40900,Satellite,1,3768,active,ARFF,5025.0,2.0,75.0,2.0,37.0,5100.0,0.0,0.0,36.0,1.0
40910,40910,Speech,1,3768,active,ARFF,3625.0,2.0,61.0,2.0,401.0,3686.0,0.0,0.0,400.0,1.0
40916,40916,HappinessRank_2015,1,3949,active,ARFF,,10.0,,0.0,12.0,158.0,0.0,0.0,10.0,2.0
40918,40918,Climate,1,3963,active,ARFF,,,,,4.0,577462.0,32651.0,64563.0,2.0,0.0
40920,40920,Climate,2,3963,active,ARFF,,,,,4.0,577462.0,32651.0,64563.0,2.0,0.0
40922,40922,Run_or_walk_information,1,3952,active,ARFF,44365.0,2.0,44223.0,2.0,7.0,88588.0,0.0,0.0,6.0,1.0
40923,40923,Devnagari-Script,1,3948,active,ARFF,2000.0,46.0,2000.0,46.0,1025.0,92000.0,0.0,0.0,1024.0,1.0
40926,40926,CIFAR_10_small,1,2,active,ARFF,2032.0,10.0,1937.0,10.0,3073.0,20000.0,0.0,0.0,3072.0,1.0
40927,40927,CIFAR_10,1,2,active,ARFF,6000.0,10.0,6000.0,10.0,3073.0,60000.0,0.0,0.0,3072.0,1.0
40945,40945,Titanic,1,2,active,ARFF,809.0,3.0,500.0,2.0,14.0,1309.0,1309.0,3855.0,6.0,3.0
40966,40966,MiceProtein,4,2,active,ARFF,150.0,8.0,105.0,8.0,82.0,1080.0,528.0,1396.0,77.0,5.0
40971,40971,collins,4,2,active,ARFF,80.0,30.0,6.0,30.0,24.0,1000.0,0.0,0.0,20.0,4.0
40975,40975,car,3,4265,active,ARFF,1210.0,4.0,65.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0
40976,40976,Bike,1,2,active,ARFF,,,,,11.0,4435.0,0.0,0.0,11.0,0.0
40978,40978,Internet-Advertisements,2,4265,active,ARFF,2820.0,2.0,459.0,2.0,1559.0,3279.0,0.0,0.0,3.0,1556.0
40979,40979,mfeat-pixel,3,4265,active,ARFF,200.0,10.0,200.0,10.0,241.0,2000.0,0.0,0.0,240.0,1.0
40981,40981,Australian,4,4265,active,ARFF,383.0,14.0,307.0,2.0,15.0,690.0,0.0,0.0,6.0,9.0
40982,40982,steel-plates-fault,3,4265,active,ARFF,673.0,7.0,55.0,7.0,28.0,1941.0,0.0,0.0,27.0,1.0
40983,40983,wilt,2,4265,active,ARFF,4578.0,2.0,261.0,2.0,6.0,4839.0,0.0,0.0,5.0,1.0
40984,40984,segment,3,4265,active,ARFF,330.0,7.0,330.0,7.0,20.0,2310.0,0.0,0.0,19.0,1.0
40985,40985,tamilnadu-electricity,3,4265,active,ARFF,2906.0,20.0,1397.0,20.0,4.0,45781.0,0.0,0.0,2.0,2.0
40992,40992,sylva_agnostic,2,4265,active,ARFF,,2.0,,,217.0,14395.0,0.0,0.0,40.0,177.0
40993,40993,ada_agnostic,2,4265,active,ARFF,,2.0,,,49.0,4562.0,0.0,0.0,6.0,43.0
40994,40994,climate-model-simulation-crashes,4,4265,active,ARFF,494.0,2.0,46.0,2.0,21.0,540.0,0.0,0.0,20.0,1.0
40996,40996,Fashion-MNIST,1,2506,active,ARFF,7000.0,10.0,7000.0,10.0,785.0,70000.0,0.0,0.0,784.0,1.0
40997,40997,jungle_chess_2pcs_endgame_panther_lion,1,1,active,arff,2523.0,3.0,145.0,3.0,47.0,4704.0,0.0,0.0,20.0,27.0
40998,40998,jungle_chess_2pcs_endgame_panther_lion,2,1,active,arff,2523.0,3.0,145.0,3.0,47.0,4704.0,0.0,0.0,20.0,27.0
40999,40999,jungle_chess_2pcs_endgame_elephant_elephant,1,1,active,arff,1316.0,3.0,1035.0,2.0,47.0,2351.0,0.0,0.0,20.0,27.0
41000,41000,jungle_chess_2pcs_endgame_panther_elephant,1,1,active,arff,2495.0,3.0,195.0,3.0,47.0,4704.0,0.0,0.0,20.0,27.0
41001,41001,jungle_chess_2pcs_endgame_complete,1,1,active,arff,23062.0,3.0,4335.0,3.0,47.0,44819.0,3528.0,10584.0,20.0,27.0
41002,41002,jungle_chess_2pcs_endgame_rat_panther,1,1,active,arff,2615.0,3.0,1338.0,3.0,47.0,5880.0,1176.0,3528.0,20.0,27.0
41003,41003,jungle_chess_2pcs_endgame_rat_elephant,1,1,active,arff,2917.0,3.0,772.0,3.0,47.0,5880.0,1176.0,3528.0,20.0,27.0
41004,41004,jungle_chess_2pcs_endgame_lion_elephant,1,1,active,arff,2079.0,3.0,1216.0,3.0,47.0,4704.0,0.0,0.0,20.0,27.0
41005,41005,jungle_chess_2pcs_endgame_rat_rat,1,1,active,arff,2055.0,3.0,1605.0,2.0,47.0,3660.0,0.0,0.0,20.0,27.0
41006,41006,jungle_chess_2pcs_endgame_rat_lion,1,1,active,arff,3078.0,3.0,380.0,3.0,47.0,5880.0,1176.0,3528.0,20.0,27.0
41007,41007,jungle_chess_2pcs_endgame_lion_lion,1,1,active,arff,1403.0,3.0,949.0,2.0,47.0,2352.0,0.0,0.0,20.0,27.0
41021,41021,Moneyball,2,2,active,ARFF,,39.0,,0.0,15.0,1232.0,1118.0,3600.0,9.0,6.0
41022,41022,Short_Track_Speed_Skating,2,2,active,ARFF,,,,,,,,,,
41026,41026,gisette,2,2,active,Sparse_ARFF,3500.0,2.0,3500.0,2.0,5001.0,7000.0,0.0,0.0,5000.0,1.0
41027,41027,jungle_chess_2pcs_raw_endgame_complete,1,1,active,arff,23062.0,3.0,4335.0,3.0,7.0,44819.0,0.0,0.0,6.0,1.0
41039,41039,EMNIST_Balanced,1,2506,active,ARFF,,47.0,,,785.0,131600.0,0.0,0.0,784.0,1.0
41065,41065,mnist_rotation,1,3002,active,ARFF,,,,0.0,785.0,62000.0,0.0,0.0,785.0,0.0
41081,41081,SVHN,1,2506,active,ARFF,18960.0,10.0,6254.0,10.0,3073.0,99289.0,0.0,0.0,3072.0,1.0
41082,41082,USPS,2,2506,active,ARFF,1553.0,10.0,708.0,10.0,257.0,9298.0,0.0,0.0,256.0,1.0
41083,41083,Olivetti_Faces,1,2506,active,ARFF,10.0,40.0,10.0,40.0,4097.0,400.0,0.0,0.0,4096.0,1.0
41084,41084,UMIST_Faces_Cropped,1,2506,active,ARFF,48.0,20.0,19.0,20.0,10305.0,575.0,0.0,0.0,10304.0,1.0
41091,41091,spellman_yeast,1,5348,active,ARFF,,,,,82.0,6178.0,6178.0,59017.0,82.0,0.0
41103,41103,STL-10,1,2506,active,ARFF,1300.0,10.0,1300.0,10.0,27649.0,13000.0,0.0,0.0,27648.0,1.0
41138,41138,APSFailure,1,869,active,ARFF,74625.0,2.0,1375.0,2.0,171.0,76000.0,75244.0,1078695.0,170.0,1.0
41142,41142,christine,1,1478,active,ARFF,2709.0,2.0,2709.0,2.0,1637.0,5418.0,0.0,0.0,1599.0,38.0
41143,41143,jasmine,1,1478,active,ARFF,1492.0,2.0,1492.0,2.0,145.0,2984.0,0.0,0.0,8.0,137.0
41144,41144,madeline,1,1478,active,ARFF,1579.0,2.0,1561.0,2.0,260.0,3140.0,0.0,0.0,259.0,1.0
41145,41145,philippine,1,1478,active,ARFF,2916.0,2.0,2916.0,2.0,309.0,5832.0,0.0,0.0,308.0,1.0
41146,41146,sylvine,1,1478,active,ARFF,2562.0,2.0,2562.0,2.0,21.0,5124.0,0.0,0.0,20.0,1.0
41147,41147,albert,1,1478,active,ARFF,212620.0,,212620.0,2.0,79.0,425240.0,425159.0,2734000.0,26.0,53.0
41150,41150,MiniBooNE,1,869,active,ARFF,93565.0,2.0,36499.0,2.0,51.0,130064.0,0.0,0.0,50.0,1.0
41156,41156,ada,1,1478,active,ARFF,3118.0,2.0,1029.0,2.0,49.0,4147.0,0.0,0.0,48.0,1.0
41157,41157,arcene,2,1478,active,ARFF,56.0,2.0,44.0,2.0,10001.0,100.0,0.0,0.0,10000.0,1.0
41158,41158,gina,1,1478,active,ARFF,1603.0,2.0,1550.0,2.0,971.0,3153.0,0.0,0.0,970.0,1.0
41159,41159,guillermo,1,1478,active,ARFF,11997.0,2.0,8003.0,2.0,4297.0,20000.0,0.0,0.0,4296.0,1.0
41160,41160,rl,1,1478,active,ARFF,28411.0,2580.0,2995.0,2.0,23.0,31406.0,17204.0,29756.0,8.0,15.0
41161,41161,riccardo,1,1478,active,ARFF,15000.0,2.0,5000.0,2.0,4297.0,20000.0,0.0,0.0,4296.0,1.0
41162,41162,kick,1,1478,active,ARFF,64007.0,1063.0,8976.0,2.0,33.0,72983.0,69709.0,149271.0,14.0,19.0
41163,41163,dilbert,1,1478,active,ARFF,2049.0,5.0,1913.0,5.0,2001.0,10000.0,0.0,0.0,2000.0,1.0
41164,41164,fabert,1,1478,active,ARFF,1927.0,7.0,502.0,7.0,801.0,8237.0,0.0,0.0,800.0,1.0
41165,41165,robert,1,1478,active,ARFF,1043.0,10.0,958.0,10.0,7201.0,10000.0,0.0,0.0,7200.0,1.0
41166,41166,volkert,1,1478,active,ARFF,12806.0,10.0,1361.0,10.0,181.0,58310.0,0.0,0.0,180.0,1.0
41167,41167,dionis,1,1478,active,ARFF,2469.0,355.0,878.0,355.0,61.0,416188.0,0.0,0.0,60.0,1.0
41168,41168,jannis,1,1478,active,ARFF,38522.0,4.0,1687.0,4.0,55.0,83733.0,0.0,0.0,54.0,1.0
41169,41169,helena,1,1478,active,ARFF,4005.0,100.0,111.0,100.0,28.0,65196.0,0.0,0.0,27.0,1.0
41170,41170,TUPRASBoilerData,1,6363,active,ARFF,,44643.0,,,8.0,44643.0,44643.0,44643.0,7.0,1.0
41187,41187,mauna-loa-atmospheric-co2,1,6403,active,ARFF,,1.0,,0.0,7.0,2225.0,0.0,0.0,6.0,1.0
41197,41197,ozone,1,3508,active,ARFF,,,,,,,,,,
41228,41228,Klaverjas2018,1,1,active,arff,528339.0,2.0,453202.0,2.0,33.0,981541.0,0.0,0.0,32.0,1.0
41265,41265,Titanic,4,5243,active,ARFF,,,,0.0,8.0,1307.0,0.0,0.0,8.0,0.0
41463,41463,sarcasm_detection,1,7959,active,ARFF,,,,0.0,2.0,91298.0,0.0,0.0,1.0,0.0
41464,41464,birds,4,2373,active,ARFF,,12.0,,,279.0,645.0,0.0,0.0,258.0,21.0
41465,41465,emotions,4,2373,active,ARFF,,2.0,,,78.0,593.0,0.0,0.0,72.0,6.0
41466,41466,enron,3,2373,active,ARFF,,2.0,,,1054.0,1702.0,0.0,0.0,0.0,1054.0
41467,41467,genbase,3,2373,active,ARFF,,2.0,,,1212.0,662.0,0.0,0.0,0.0,1212.0
41468,41468,image,3,2373,active,ARFF,,2.0,,,140.0,2000.0,0.0,0.0,135.0,5.0
41469,41469,langLog,2,2373,active,ARFF,,2.0,,,1079.0,1460.0,0.0,0.0,1004.0,75.0
41470,41470,reuters,3,2373,active,ARFF,,2.0,,,250.0,2000.0,0.0,0.0,243.0,7.0
41471,41471,scene,5,2373,active,ARFF,,2.0,,,300.0,2407.0,0.0,0.0,294.0,6.0
41472,41472,slashdot,4,2373,active,ARFF,,2.0,,,1101.0,3782.0,0.0,0.0,1079.0,22.0
41473,41473,yeast,8,2373,active,ARFF,,2.0,,,117.0,2417.0,0.0,0.0,103.0,14.0
41474,41474,andro,2,2373,active,ARFF,,,,,36.0,49.0,0.0,0.0,36.0,0.0
41475,41475,atp1d,2,2373,active,ARFF,,,,,417.0,337.0,0.0,0.0,417.0,0.0
41476,41476,atp7d,2,2373,active,ARFF,,,,,417.0,296.0,0.0,0.0,417.0,0.0
41477,41477,edm,2,2373,active,ARFF,,,,,18.0,154.0,0.0,0.0,18.0,0.0
41478,41478,enb,2,2373,active,ARFF,,,,,10.0,768.0,0.0,0.0,10.0,0.0
41479,41479,jura,2,2373,active,ARFF,,,,,18.0,359.0,0.0,0.0,18.0,0.0
41482,41482,osales,2,2373,active,ARFF,,,,,413.0,639.0,639.0,10012.0,413.0,0.0
41483,41483,rf1,2,2373,active,ARFF,,,,,72.0,9125.0,120.0,3264.0,72.0,0.0
41484,41484,rf2,2,2373,active,ARFF,,,,,584.0,9125.0,1446.0,356160.0,584.0,0.0
41485,41485,scm1d,2,2373,active,ARFF,,,,,296.0,9803.0,0.0,0.0,296.0,0.0
41486,41486,scm20d,2,2373,active,ARFF,,,,,77.0,8966.0,0.0,0.0,77.0,0.0
41487,41487,scpf,2,2373,active,ARFF,,,,,26.0,1137.0,994.0,9255.0,26.0,0.0
41488,41488,sf1,2,2373,active,ARFF,,6.0,,,13.0,323.0,0.0,0.0,3.0,10.0
41489,41489,sf2,2,2373,active,ARFF,,6.0,,,13.0,1066.0,0.0,0.0,3.0,10.0
41490,41490,slump,2,2373,active,ARFF,,,,,10.0,103.0,0.0,0.0,10.0,0.0
41491,41491,wq,2,2373,active,ARFF,,,,,30.0,1060.0,0.0,0.0,30.0,0.0
41492,41492,youtube,2,2373,active,ARFF,,2.0,,,31.0,404.0,0.0,0.0,30.0,1.0
41496,41496,DRSongsLyrics,1,8159,active,ARFF,179.0,2.0,179.0,2.0,2.0,358.0,0.0,0.0,0.0,1.0
41506,41506,NewFuelCar,1,8129,active,ARFF,,,,0.0,18.0,36203.0,8971.0,8971.0,18.0,0.0
41510,41510,iris,9,348,active,ARFF,,3.0,,,5.0,150.0,0.0,0.0,4.0,1.0
41511,41511,iris,10,348,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
41514,41514,Diabetes(scikit-learn),1,2,active,arff,,,,0.0,11.0,442.0,0.0,0.0,11.0,0.0
41515,41515,Diabetes(scikit-learn),2,2,active,arff,,,,0.0,11.0,442.0,0.0,0.0,11.0,0.0
41516,41516,Diabetes(scikit-learn),3,2,active,arff,,,,0.0,11.0,442.0,0.0,0.0,11.0,0.0
41517,41517,Diabetes(scikit-learn),4,2,active,arff,,,,0.0,11.0,442.0,0.0,0.0,11.0,0.0
41518,41518,Diabetes(scikit-learn),5,2,active,arff,,,,0.0,11.0,442.0,0.0,0.0,11.0,0.0
41519,41519,Diabetes(scikit-learn),6,2,active,arff,,,,0.0,11.0,442.0,0.0,0.0,11.0,0.0
41521,41521,Weather,1,2,active,arff,9.0,3.0,5.0,2.0,5.0,14.0,0.0,0.0,2.0,3.0
41523,41523,test_dataset,3,8229,active,ARFF,,,,0.0,61.0,15547.0,14.0,280.0,61.0,0.0
41524,41524,test_dataset,4,8229,active,ARFF,,,,0.0,61.0,15547.0,14.0,280.0,61.0,0.0
41525,41525,test_dataset,5,8229,active,ARFF,,,,0.0,61.0,15547.0,14.0,280.0,61.0,0.0
41526,41526,test_dataset,6,8229,active,ARFF,7965.0,2.0,7582.0,2.0,61.0,15547.0,14.0,280.0,60.0,1.0
41533,41533,Domainome,1,8231,active,arff,1059.0,,14.0,3.0,9839.0,1637.0,1637.0,13231887.0,9838.0,0.0
41538,41538,conference_attendance,1,8263,active,ARFF,215.0,7.0,31.0,2.0,7.0,246.0,0.0,0.0,0.0,7.0
41539,41539,rainfall_bangladesh,3,5243,active,ARFF,,33.0,,0.0,4.0,16755.0,0.0,0.0,2.0,2.0
41540,41540,black_friday,1,5243,active,ARFF,,7.0,,0.0,10.0,166821.0,0.0,0.0,6.0,4.0
41542,41542,CD4,1,8295,active,ARFF,,,,,62.0,16484.0,0.0,0.0,62.0,0.0
41544,41544,Weather,2,2,active,arff,9.0,3.0,5.0,2.0,5.0,14.0,0.0,0.0,2.0,3.0
