sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,end,is_recid
1,32,0,0,2,0,0,26,-32.0,32.0,3,9,0,0,7,0,334,0
1,32,0,0,2,0,0,26,-32.0,32.0,3,9,0,0,7,0,347,0
1,32,0,0,2,0,0,26,-32.0,32.0,3,9,0,0,7,0,890,0
1,30,0,2,0,0,0,19,57.0,69.0,3,9,0,0,2,1,57,0
1,30,0,2,0,0,0,19,57.0,69.0,3,9,0,0,2,1,194,0
1,30,0,2,0,0,0,19,57.0,69.0,3,9,0,0,2,1,225,0
1,30,0,2,0,0,0,19,57.0,69.0,3,9,0,0,2,1,293,0
1,30,0,2,0,0,0,19,57.0,69.0,3,9,0,0,2,1,487,0
1,30,0,2,0,0,0,19,57.0,69.0,3,9,0,0,2,1,504,0
1,20,2,5,0,0,0,0,-1.0,1.0,7,5,2,0,8,0,254,0
1,20,2,5,0,0,0,0,-1.0,1.0,7,5,2,0,8,0,414,0
1,20,2,5,0,0,0,0,-1.0,1.0,7,5,2,0,8,0,796,0
0,44,0,2,0,0,0,1,-3.0,4.0,3,0,1,0,0,1,3,0
0,44,0,2,0,0,0,1,-3.0,4.0,3,0,1,0,0,1,17,0
0,44,0,2,0,0,0,1,-3.0,4.0,3,0,1,0,0,1,773,0
1,26,0,0,0,1,1,9,-1.0,1.0,7,9,0,0,8,0,384,0
1,26,0,0,0,1,1,9,-1.0,1.0,7,9,0,0,8,0,588,0
1,26,0,0,0,1,1,9,-1.0,1.0,7,9,0,0,8,0,789,0
1,26,0,0,0,1,1,9,-1.0,1.0,7,9,0,0,8,0,1018,0
1,26,0,0,0,1,1,9,-1.0,1.0,7,9,0,0,8,0,1182,0
1,30,0,0,0,1,0,9,-1.0,1.0,3,5,2,0,2,1,1122,0
1,25,0,0,0,1,1,3,0.0,0.0,8,7,0,0,3,1,124,0
1,25,0,0,0,1,1,3,0.0,0.0,8,7,0,0,3,1,655,0
1,25,0,0,0,1,1,3,0.0,0.0,8,7,0,0,3,1,1104,0
0,31,0,0,0,0,0,0,-2.0,5.0,7,5,2,0,3,1,356,0
1,37,0,0,0,0,0,22,-1.0,0.0,3,8,0,0,5,2,469,0
1,37,0,0,0,0,0,22,-1.0,0.0,3,8,0,0,5,2,687,0
1,37,0,0,0,0,0,22,-1.0,0.0,3,8,0,0,5,2,1117,0
1,37,0,0,0,0,0,22,-1.0,0.0,3,8,0,0,5,2,1159,0
1,38,0,0,0,0,0,8,-1.0,1.0,7,5,2,0,6,2,164,0
1,38,0,0,0,0,0,8,-1.0,1.0,7,5,2,0,6,2,558,0
1,38,0,0,0,0,0,8,-1.0,1.0,7,5,2,0,6,2,588,0
0,38,0,2,0,0,0,0,-1.0,1.0,3,3,1,0,1,1,670,0
1,36,0,0,0,0,0,10,-1.0,1.0,1,9,0,0,4,2,96,0
1,36,0,0,0,0,0,10,-1.0,1.0,1,9,0,0,4,2,388,0
1,36,0,0,0,0,0,10,-1.0,1.0,1,9,0,0,4,2,495,0
1,36,0,0,0,0,0,10,-1.0,1.0,1,9,0,0,4,2,1120,0
1,35,0,2,0,0,0,2,0.0,0.0,3,4,2,0,3,1,69,0
1,20,2,5,0,0,0,1,-1.0,1.0,3,5,2,0,5,2,590,0
0,30,0,0,0,0,0,9,-1.0,1.0,3,8,0,0,4,2,454,0
1,34,0,0,0,0,0,16,-1.0,1.0,3,8,0,0,5,2,388,0
1,34,0,0,0,0,0,16,-1.0,1.0,3,8,0,0,5,2,490,0
1,34,0,0,0,0,0,16,-1.0,1.0,3,8,0,0,5,2,897,0
1,31,0,2,0,0,0,3,-19.0,19.0,3,3,1,0,1,1,104,0
1,31,0,2,0,0,0,3,-19.0,19.0,3,3,1,0,1,1,982,0
1,32,0,3,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,189,0
1,32,0,3,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,298,0
1,32,0,3,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,858,0
1,31,0,2,0,1,1,4,0.0,0.0,3,7,0,0,5,2,168,0
1,31,0,2,0,1,1,4,0.0,0.0,3,7,0,0,5,2,372,0
1,22,2,2,0,1,1,2,-1.0,1.0,3,7,0,0,6,2,90,0
1,22,2,2,0,1,1,2,-1.0,1.0,3,7,0,0,6,2,316,0
1,22,2,2,0,1,1,2,-1.0,1.0,3,7,0,0,6,2,1175,0
1,36,0,0,0,0,0,5,-1.0,1.0,7,4,2,0,2,1,214,0
1,51,1,0,0,0,0,9,-1.0,1.0,3,8,0,0,4,2,513,0
1,35,0,0,0,0,0,7,-1.0,1.0,3,1,1,0,1,1,9,0
1,35,0,0,0,0,0,7,-1.0,1.0,3,1,1,0,1,1,495,0
1,30,0,0,0,0,0,1,213.0,548.0,3,6,2,0,4,2,213,0
1,30,0,0,0,0,0,1,213.0,548.0,3,6,2,0,4,2,733,0
1,30,0,0,0,0,0,1,213.0,548.0,3,6,2,0,4,2,1050,0
1,23,2,3,0,0,0,0,-1.0,1.0,3,1,1,0,3,1,1043,0
1,43,0,2,0,0,0,3,-54.0,54.0,7,0,1,0,0,1,969,0
1,33,0,3,0,0,0,8,-165.0,165.0,3,8,0,0,3,1,246,0
1,33,0,3,0,0,0,8,-165.0,165.0,3,8,0,0,3,1,249,0
1,33,0,3,0,0,0,8,-165.0,165.0,3,8,0,0,3,1,537,0
1,33,0,3,0,0,0,8,-165.0,165.0,3,8,0,0,3,1,700,0
1,34,0,0,0,0,0,0,-1.0,1.0,3,8,0,0,7,0,150,0
1,30,0,0,0,0,0,4,163.0,184.0,8,6,2,0,4,2,163,0
1,30,0,0,0,0,0,4,163.0,184.0,8,6,2,0,4,2,179,0
1,25,0,0,0,0,0,1,-18.0,18.0,3,3,1,0,3,1,19,0
1,25,0,0,0,0,0,1,-18.0,18.0,3,3,1,0,3,1,197,0
1,25,0,0,0,0,0,1,-18.0,18.0,3,3,1,0,3,1,969,0
1,49,1,5,0,0,0,0,-1.0,1.0,7,0,1,0,0,1,50,0
1,30,0,0,0,0,0,12,0.0,1.0,3,8,0,0,2,1,29,0
1,30,0,0,0,0,0,12,0.0,1.0,3,8,0,0,2,1,173,0
1,30,0,0,0,0,0,12,0.0,1.0,3,8,0,0,2,1,315,0
1,30,0,0,0,0,0,12,0.0,1.0,3,8,0,0,2,1,436,0
1,30,0,0,0,0,0,12,0.0,1.0,3,8,0,0,2,1,514,0
1,30,0,0,0,0,0,12,0.0,1.0,3,8,0,0,2,1,930,0
1,25,0,0,0,0,0,4,-1.0,1.0,3,7,0,0,2,1,175,0
1,25,0,0,0,0,0,4,-1.0,1.0,3,7,0,0,2,1,520,0
1,25,0,0,0,0,0,4,-1.0,1.0,3,7,0,0,2,1,884,0
1,21,2,0,0,0,0,0,16.0,1.0,3,3,1,0,7,0,16,0
0,24,2,0,0,0,0,2,569.0,406.0,7,6,2,0,4,2,569,0
1,53,1,5,0,0,0,4,-1.0,1.0,7,0,1,0,0,1,831,0
1,24,2,5,0,1,9,2,-1.0,1.0,3,9,0,0,8,0,358,0
1,24,2,5,0,1,9,2,-1.0,1.0,3,9,0,0,8,0,724,0
1,24,2,5,0,1,9,2,-1.0,1.0,3,9,0,0,8,0,1063,0
1,20,2,2,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,283,0
1,20,2,2,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,519,0
1,20,2,2,0,0,0,0,-1.0,1.0,3,8,0,0,6,2,525,0
1,22,2,0,0,1,1,3,0.0,0.0,1,9,0,0,9,0,261,0
1,21,2,0,0,0,0,1,-1.0,1.0,1,7,0,0,7,0,447,0
1,21,2,0,0,0,0,1,-1.0,1.0,1,7,0,0,7,0,722,0
1,21,2,0,0,0,0,1,-1.0,1.0,1,7,0,0,7,0,1157,0
1,21,2,2,0,0,0,1,-1.0,1.0,3,4,2,0,5,2,1043,0
1,27,0,0,2,0,0,6,-1.0,1.0,8,7,0,0,7,0,633,0
1,27,0,0,2,0,0,6,-1.0,1.0,8,7,0,0,7,0,667,0
1,27,0,0,2,0,0,6,-1.0,1.0,8,7,0,0,7,0,678,0
1,28,0,0,0,1,0,14,29.0,213.0,7,6,2,0,7,0,29,0
1,28,0,0,0,1,0,14,29.0,213.0,7,6,2,0,7,0,364,0
1,49,1,0,0,0,0,6,-1.0,1.0,7,3,1,0,0,1,612,0
1,52,1,0,0,0,0,7,-1.0,5450.0,2,8,0,0,2,1,504,0
1,52,1,0,0,0,0,7,-1.0,5450.0,2,8,0,0,2,1,1055,0
1,23,2,0,0,0,0,1,-27.0,27.0,9,2,1,0,3,1,911,0
1,23,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,7,0,21,0
1,23,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,7,0,196,0
1,23,2,0,0,0,0,0,-1.0,1.0,3,7,0,0,7,0,260,0
1,42,0,0,0,0,0,1,0.0,0.0,7,5,2,0,2,1,21,0
1,42,0,0,0,0,0,1,0.0,0.0,7,5,2,0,2,1,112,0
1,50,1,0,0,0,2,24,0.0,1.0,8,7,0,0,7,0,87,0
1,50,1,0,0,0,2,24,0.0,1.0,8,7,0,0,7,0,177,0
1,50,1,0,0,0,2,24,0.0,1.0,8,7,0,0,7,0,279,0
1,50,1,0,0,0,2,24,0.0,1.0,8,7,0,0,7,0,892,0
1,54,1,2,0,0,0,12,-58.0,58.0,3,6,2,0,2,1,291,0
1,54,1,2,0,0,0,12,-58.0,58.0,3,6,2,0,2,1,474,0
1,54,1,2,0,0,0,12,-58.0,58.0,3,6,2,0,2,1,1079,0
1,37,0,5,0,0,0,4,-1.0,1.0,7,0,1,0,1,1,962,0
1,41,0,3,0,0,0,19,-1.0,1.0,3,9,0,0,8,0,46,0
1,26,0,0,0,0,0,2,-1.0,1.0,3,1,1,0,1,1,439,0
1,26,0,0,0,0,0,2,-1.0,1.0,3,1,1,0,1,1,467,0
1,40,0,5,0,0,0,8,-1.0,1.0,3,6,2,0,3,1,112,0
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,8,0,47,0
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,8,0,150,0
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,8,0,322,0
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,8,0,415,0
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,8,0,540,0
1,23,2,0,0,0,0,2,-1.0,1.0,3,7,0,0,8,0,936,0
1,55,1,2,0,0,0,1,-1.0,1.0,3,1,1,0,0,1,67,0
1,55,1,2,0,0,0,1,-1.0,1.0,3,1,1,0,0,1,278,0
1,55,1,2,0,0,0,1,-1.0,1.0,3,1,1,0,0,1,678,0
1,24,2,0,0,0,0,0,-1.0,1.0,3,5,2,0,3,1,138,0
1,24,2,0,0,0,0,0,-1.0,1.0,3,5,2,0,3,1,493,0
1,24,2,0,0,0,0,0,-1.0,1.0,3,5,2,0,3,1,544,0
1,33,0,2,0,1,0,5,-1.0,1.0,7,0,1,0,0,1,61,0
1,33,0,2,0,1,0,5,-1.0,1.0,7,0,1,0,0,1,733,0
1,37,0,0,0,0,0,1,-3.0,3.0,8,6,2,0,2,1,809,0
1,40,0,5,0,0,0,4,-1.0,1.0,2,0,1,0,0,1,420,0
1,40,0,5,0,0,0,4,-1.0,1.0,2,0,1,0,0,1,1130,0
0,35,0,0,0,0,0,3,0.0,0.0,7,5,2,0,2,1,192,0
1,22,2,3,0,0,0,1,-1.0,1.0,3,3,1,0,4,2,586,0
1,20,2,0,0,1,2,1,0.0,1.0,7,4,2,0,7,0,161,0
1,20,2,0,0,1,2,1,0.0,1.0,7,4,2,0,7,0,857,0
1,37,0,2,0,0,0,1,-203.0,204.0,9,4,2,0,1,1,294,0
1,23,2,0,0,0,0,3,-1.0,0.0,3,7,0,0,8,0,203,0
1,23,2,0,0,0,0,3,-1.0,0.0,3,7,0,0,8,0,518,0
1,36,0,2,0,0,0,9,0.0,2172.0,8,3,1,0,2,1,583,0
1,53,1,0,0,0,0,18,-1.0,1.0,7,6,2,0,0,1,85,0
1,53,1,0,0,0,0,18,-1.0,1.0,7,6,2,0,0,1,954,0
1,53,1,0,0,0,0,18,-1.0,1.0,7,6,2,0,0,1,1138,0
1,21,2,0,0,0,0,1,-1.0,1.0,3,8,0,0,7,0,10,0
1,21,2,0,0,0,0,1,-1.0,1.0,3,8,0,0,7,0,650,0
1,21,2,0,0,0,0,1,-1.0,1.0,3,8,0,0,7,0,723,0
1,21,2,0,0,0,0,1,-1.0,1.0,3,8,0,0,7,0,756,0
1,27,0,0,0,0,0,3,-1.0,1.0,7,2,1,0,2,1,139,0
1,27,0,0,0,0,0,3,-1.0,1.0,7,2,1,0,2,1,826,0
1,28,0,0,0,1,0,6,-1.0,1.0,3,8,0,0,7,0,484,0
1,28,0,0,0,1,0,6,-1.0,1.0,3,8,0,0,7,0,728,0
1,26,0,2,0,0,0,1,-1.0,1.0,3,2,1,0,3,1,15,0
1,26,0,2,0,0,0,1,-1.0,1.0,3,2,1,0,3,1,352,0
1,26,0,2,0,0,0,1,-1.0,1.0,3,2,1,0,3,1,1117,0
1,21,2,0,0,0,0,0,523.0,1.0,3,3,1,0,5,2,523,0
1,21,2,0,0,0,0,0,523.0,1.0,3,3,1,0,5,2,1010,0
1,21,2,0,0,0,0,0,523.0,1.0,3,3,1,0,5,2,1045,0
1,60,1,2,0,0,0,18,-26.0,26.0,7,1,1,0,2,1,725,0
1,37,0,0,0,0,0,2,-1.0,1.0,3,3,1,0,1,1,36,0
1,37,0,0,0,0,0,2,-1.0,1.0,3,3,1,0,1,1,597,0
0,28,0,0,0,0,0,0,391.0,1.0,3,9,0,0,5,2,391,0
0,28,0,0,0,0,0,0,391.0,1.0,3,9,0,0,5,2,691,0
0,28,0,0,0,0,0,0,391.0,1.0,3,9,0,0,5,2,799,0
1,56,1,2,0,0,0,0,-2.0,3.0,7,0,1,0,0,1,471,0
1,56,1,2,0,0,0,0,-2.0,3.0,7,0,1,0,0,1,664,0
1,32,0,2,1,0,0,11,149.0,127.0,3,9,0,0,9,0,149,0
1,32,0,2,1,0,0,11,149.0,127.0,3,9,0,0,9,0,608,0
1,32,0,2,1,0,0,11,149.0,127.0,3,9,0,0,9,0,698,0
1,32,0,2,1,0,0,11,149.0,127.0,3,9,0,0,9,0,852,0
1,32,0,2,1,0,0,11,149.0,127.0,3,9,0,0,9,0,1121,0
1,47,1,0,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,471,0
0,20,2,2,0,0,0,0,-2.0,2.0,3,2,1,0,5,2,776,0
0,53,1,0,0,0,0,10,-1.0,1.0,3,1,1,0,0,1,445,0
0,53,1,0,0,0,0,10,-1.0,1.0,3,1,1,0,0,1,1069,0
1,25,0,3,0,0,0,2,-1.0,1.0,7,2,1,0,4,2,359,0
1,25,0,3,0,0,0,2,-1.0,1.0,7,2,1,0,4,2,434,0
1,25,0,3,0,0,0,2,-1.0,1.0,7,2,1,0,4,2,787,0
1,25,0,3,0,0,0,2,-1.0,1.0,7,2,1,0,4,2,844,0
1,53,1,2,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,86,0
1,53,1,2,0,0,0,1,-1.0,1.0,7,0,1,0,0,1,1082,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,146,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,316,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,400,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,450,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,486,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,515,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,528,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,551,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,651,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,665,0
1,26,0,2,0,0,0,9,-1.0,1.0,7,6,2,0,4,2,683,0
1,23,2,0,0,0,0,4,-1.0,1.0,3,9,0,0,8,0,73,0
1,23,2,0,0,0,0,4,-1.0,1.0,3,9,0,0,8,0,105,0
1,23,2,0,0,0,0,4,-1.0,1.0,3,9,0,0,8,0,555,0
1,23,2,0,0,0,0,4,-1.0,1.0,3,9,0,0,8,0,686,0
1,23,2,0,0,0,0,4,-1.0,1.0,3,9,0,0,8,0,872,0
1,29,0,0,0,0,0,1,82.0,1466.0,7,1,1,0,1,1,81,0
1,24,2,0,0,0,0,2,0.0,1.0,3,2,1,0,3,1,370,0
1,24,2,0,0,0,0,2,0.0,1.0,3,2,1,0,3,1,954,0
1,26,0,0,0,0,0,6,-1.0,1.0,2,8,0,0,6,2,969,0
1,30,0,0,0,1,0,7,-1.0,1.0,3,8,0,0,8,0,753,0
1,30,0,0,0,1,0,7,-1.0,1.0,3,8,0,0,8,0,836,0
1,30,0,0,0,0,0,5,-1.0,1.0,3,3,1,0,5,2,219,0
1,30,0,0,0,0,0,5,-1.0,1.0,3,3,1,0,5,2,957,0
0,45,1,2,0,1,0,7,-1.0,0.0,3,1,1,0,0,1,124,0
0,45,1,2,0,1,0,7,-1.0,0.0,3,1,1,0,0,1,164,0
0,45,1,2,0,1,0,7,-1.0,0.0,3,1,1,0,0,1,693,0
0,34,0,0,0,0,0,1,-1.0,1.0,3,6,2,0,2,1,800,0
1,30,0,0,0,0,0,0,0.0,0.0,7,0,1,0,1,1,151,0
1,30,0,0,0,0,0,0,0.0,0.0,7,0,1,0,1,1,1163,0
1,60,1,0,0,0,0,19,0.0,0.0,3,7,0,0,4,2,492,0
1,60,1,0,0,0,0,19,0.0,0.0,3,7,0,0,4,2,735,0
1,25,0,2,0,1,0,9,-1.0,1.0,2,8,0,0,8,0,569,0
1,25,0,2,0,1,0,9,-1.0,1.0,2,8,0,0,8,0,969,0
1,32,0,0,0,0,0,6,-1.0,1.0,3,6,2,0,3,1,69,0
1,24,2,0,0,0,0,3,-1.0,1.0,3,2,1,0,3,1,5,0
1,24,2,0,0,0,0,3,-1.0,1.0,3,2,1,0,3,1,200,0
1,24,2,0,0,0,0,3,-1.0,1.0,3,2,1,0,3,1,874,0
1,23,2,2,0,1,0,2,-1.0,1.0,3,7,0,0,7,0,221,0
1,23,2,2,0,1,0,2,-1.0,1.0,3,7,0,0,7,0,250,0
1,23,2,2,0,1,0,2,-1.0,1.0,3,7,0,0,7,0,772,0
1,23,2,3,0,0,0,3,-1.0,1.0,3,5,2,0,4,2,69,0
1,23,2,3,0,0,0,3,-1.0,1.0,3,5,2,0,4,2,151,0
1,23,2,3,0,0,0,3,-1.0,1.0,3,5,2,0,4,2,704,0
1,25,0,0,0,0,0,1,-1.0,1.0,3,3,1,0,4,2,66,0
1,25,0,0,0,0,0,1,-1.0,1.0,3,3,1,0,4,2,115,0
1,26,0,2,0,0,0,10,7.0,114.0,3,6,2,0,4,2,7,0
1,26,0,2,0,0,0,10,7.0,114.0,3,6,2,0,4,2,527,0
0,20,2,0,1,0,0,1,483.0,52.0,3,9,0,0,8,0,483,0
0,20,2,0,1,0,0,1,483.0,52.0,3,9,0,0,8,0,728,0
1,29,0,0,0,0,0,1,0.0,0.0,7,1,1,0,1,1,22,0
1,29,0,0,0,0,0,1,0.0,0.0,7,1,1,0,1,1,46,0
1,29,0,0,0,0,0,1,0.0,0.0,7,1,1,0,1,1,66,0
1,29,0,0,0,0,0,1,0.0,0.0,7,1,1,0,1,1,681,0
1,18,2,0,3,0,0,2,-85.0,51.0,2,8,0,0,6,2,124,0
1,18,2,0,3,0,0,2,-85.0,51.0,2,8,0,0,6,2,575,0
0,26,0,0,0,0,0,3,-1.0,1.0,3,4,2,0,3,1,1068,0
1,21,2,0,0,0,0,0,-1.0,1.0,2,6,2,0,6,2,64,0
1,21,2,0,0,0,0,0,-1.0,1.0,2,6,2,0,6,2,890,0
1,54,1,2,0,0,0,2,-1.0,1.0,7,0,1,0,0,1,550,0
1,54,1,2,0,0,0,2,-1.0,1.0,7,0,1,0,0,1,1119,0
1,22,2,0,0,0,1,0,-1.0,1.0,3,7,0,0,7,0,338,0
1,22,2,0,0,0,1,0,-1.0,1.0,3,7,0,0,7,0,368,0
1,22,2,0,0,0,1,0,-1.0,1.0,3,7,0,0,7,0,679,0
1,24,2,5,0,0,0,1,-1.0,1.0,3,3,1,0,5,2,661,0
1,45,1,2,0,0,0,1,0.0,0.0,8,0,1,0,0,1,114,0
1,45,1,2,0,0,0,1,0.0,0.0,8,0,1,0,0,1,933,0
1,24,2,0,0,0,0,5,-1.0,1.0,3,2,1,0,3,1,808,0
0,30,0,0,0,0,0,3,0.0,0.0,3,5,2,0,2,1,160,0
1,29,0,3,0,0,0,0,-1.0,1.0,1,4,2,0,3,1,1184,0
1,28,0,2,0,0,0,5,-23.0,23.0,3,4,2,0,3,1,1019,0
1,23,2,2,0,0,1,3,18.0,4.0,3,5,2,0,5,2,18,0
1,23,2,2,0,0,1,3,18.0,4.0,3,5,2,0,5,2,1183,0
1,27,0,0,0,0,0,2,0.0,0.0,7,4,2,0,5,2,289,0
1,32,0,0,0,0,0,0,-1.0,1.0,3,0,1,0,0,1,780,0
1,40,0,0,0,1,1,24,-1.0,1.0,7,7,0,0,6,2,194,0
1,40,0,0,0,1,1,24,-1.0,1.0,7,7,0,0,6,2,782,0
1,34,0,3,0,0,0,2,0.0,0.0,8,2,1,0,1,1,979,0
1,34,0,3,0,0,0,2,0.0,0.0,8,2,1,0,1,1,1070,0
1,41,0,0,0,0,0,2,46.0,57.0,7,5,2,0,4,2,46,0
1,41,0,0,0,0,0,2,46.0,57.0,7,5,2,0,4,2,61,0
0,25,0,0,0,0,0,0,-1.0,1.0,3,4,2,0,4,2,144,0
1,51,1,5,0,0,0,14,496.0,1305.0,3,3,1,0,1,1,496,0
1,51,1,5,0,0,0,14,496.0,1305.0,3,3,1,0,1,1,508,0
1,51,1,5,0,0,0,14,496.0,1305.0,3,3,1,0,1,1,867,0
1,24,2,2,0,0,0,0,-1.0,1.0,3,1,1,0,2,1,772,0
1,31,0,2,0,0,0,9,0.0,0.0,3,7,0,0,3,1,369,0
1,31,0,2,0,0,0,9,0.0,0.0,3,7,0,0,3,1,408,0
1,31,0,2,0,0,0,9,0.0,0.0,3,7,0,0,3,1,433,0
1,52,1,0,0,0,0,0,-1.0,1.0,2,3,1,0,0,1,338,0
1,52,1,0,0,0,0,0,-1.0,1.0,2,3,1,0,0,1,570,0
1,52,1,0,0,0,0,0,-1.0,1.0,2,3,1,0,0,1,1041,0
1,25,0,0,0,0,1,5,-1.0,1.0,3,9,0,0,7,0,555,0
1,25,0,0,0,0,1,5,-1.0,1.0,3,9,0,0,7,0,1108,0
1,57,1,5,0,0,0,10,246.0,0.0,3,3,1,0,2,1,246,0
1,57,1,5,0,0,0,10,246.0,0.0,3,3,1,0,2,1,995,0
1,57,1,5,0,0,0,10,246.0,0.0,3,3,1,0,2,1,1070,0
1,36,0,2,0,0,0,0,-1.0,1.0,7,6,2,0,3,1,6,0
1,36,0,2,0,0,0,0,-1.0,1.0,7,6,2,0,3,1,589,0
1,24,2,0,0,0,1,2,-1.0,1.0,3,2,1,0,3,1,706,0
1,37,0,3,0,0,0,3,-1.0,1.0,7,1,1,0,0,1,362,0
1,37,0,3,0,0,0,3,-1.0,1.0,7,1,1,0,0,1,429,0
1,37,0,3,0,0,0,3,-1.0,1.0,7,1,1,0,0,1,565,0
1,21,2,0,0,0,1,0,-1.0,1.0,7,9,0,0,8,0,59,0
1,21,2,0,0,0,1,0,-1.0,1.0,7,9,0,0,8,0,203,0
1,21,2,0,0,0,1,0,-1.0,1.0,7,9,0,0,8,0,934,0
1,29,0,0,0,0,0,5,-1.0,1.0,3,6,2,0,4,2,124,0
1,29,0,0,0,0,0,5,-1.0,1.0,3,6,2,0,4,2,247,0
1,29,0,0,0,0,0,5,-1.0,1.0,3,6,2,0,4,2,592,0
1,29,0,0,0,0,0,5,-1.0,1.0,3,6,2,0,4,2,1183,0
1,52,1,0,0,0,0,0,0.0,1.0,7,0,1,0,0,1,1078,0
1,29,0,0,0,0,0,5,-1.0,1.0,3,9,0,0,7,0,893,0
1,29,0,0,0,0,0,5,-1.0,1.0,3,9,0,0,7,0,979,0
1,29,0,0,0,0,0,5,-1.0,1.0,3,9,0,0,7,0,1015,0
1,29,0,0,0,0,0,5,-1.0,1.0,3,9,0,0,7,0,1057,0
1,59,1,0,0,0,0,13,-1.0,1.0,3,1,1,0,1,1,310,0
1,59,1,0,0,0,0,13,-1.0,1.0,3,1,1,0,1,1,748,0
1,39,0,0,0,0,0,2,0.0,0.0,3,2,1,0,0,1,1140,0
1,31,0,5,0,0,0,3,-1.0,1.0,7,0,1,0,0,1,230,0
1,20,2,0,0,1,1,1,-1.0,1.0,3,9,0,0,7,0,139,0
1,20,2,0,0,1,1,1,-1.0,1.0,3,9,0,0,7,0,206,0
1,20,2,0,0,1,1,1,-1.0,1.0,3,9,0,0,7,0,1064,0
1,27,0,0,0,0,0,7,-1.0,1.0,3,8,0,0,7,0,212,0
1,27,0,0,0,0,0,7,-1.0,1.0,3,8,0,0,7,0,440,0
1,27,0,0,0,0,0,7,-1.0,1.0,3,8,0,0,7,0,578,0
1,27,0,0,0,0,0,7,-1.0,1.0,3,8,0,0,7,0,1142,0
1,31,0,2,0,0,0,4,-1.0,1.0,3,6,2,0,1,1,8,0
1,31,0,2,0,0,0,4,-1.0,1.0,3,6,2,0,1,1,247,0
1,31,0,2,0,0,0,4,-1.0,1.0,3,6,2,0,1,1,610,0
1,31,0,2,0,0,0,4,-1.0,1.0,3,6,2,0,1,1,615,0
1,24,2,0,0,0,0,4,-1.0,1.0,3,8,0,0,8,0,198,0
1,24,2,0,0,0,0,4,-1.0,1.0,3,8,0,0,8,0,328,0
1,24,2,0,0,0,0,4,-1.0,1.0,3,8,0,0,8,0,1136,0
1,30,0,2,0,0,0,0,0.0,1.0,7,1,1,0,2,1,858,0
1,32,0,0,0,0,0,2,0.0,1.0,3,7,0,0,5,2,88,0
1,69,1,2,0,0,0,0,-4.0,4.0,7,0,1,0,0,1,87,0
1,69,1,2,0,0,0,0,-4.0,4.0,7,0,1,0,0,1,914,0
1,55,1,2,0,0,0,0,-1.0,1.0,7,0,1,0,1,1,678,0
1,28,0,0,1,0,0,7,-1.0,1.0,3,9,0,0,6,2,130,0
1,28,0,0,1,0,0,7,-1.0,1.0,3,9,0,0,6,2,216,0
1,28,0,0,1,0,0,7,-1.0,1.0,3,9,0,0,6,2,239,0
1,27,0,2,0,0,0,0,0.0,0.0,7,3,1,0,1,1,885,0
0,20,2,0,0,0,0,1,-1.0,1.0,3,5,2,0,6,2,819,0
1,36,0,0,0,0,0,2,0.0,1.0,3,0,1,0,1,1,329,0
1,36,0,0,0,0,0,2,0.0,1.0,3,0,1,0,1,1,1114,0
0,39,0,3,0,0,2,10,-1.0,1.0,3,3,1,0,2,1,218,0
1,25,0,0,0,1,1,10,-4.0,4.0,2,9,0,0,5,2,136,0
1,25,0,0,0,1,1,10,-4.0,4.0,2,9,0,0,5,2,500,0
1,32,0,0,0,1,3,12,-1.0,1.0,7,9,0,0,5,2,43,0
1,32,0,0,0,1,3,12,-1.0,1.0,7,9,0,0,5,2,402,0
1,21,2,0,0,0,0,1,-1.0,1.0,3,8,0,0,8,0,63,0
1,21,2,0,0,0,0,1,-1.0,1.0,3,8,0,0,8,0,260,0
