age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
0,Private,43587.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,318612.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1,2,United-States,<=50K
0,,235661.0,10th,6,Never-married,,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,129528.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,200427.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,188243.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,3,United-States,<=50K
4,Self-emp-not-inc,306633.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,85019.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,,>50K
0,,356286.0,HS-grad,9,Never-married,,Own-child,Black,Male,0,0,0,United-States,<=50K
2,Private,102771.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Local-gov,34739.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
0,,201959.0,HS-grad,9,Never-married,,Own-child,Black,Male,0,0,2,United-States,<=50K
1,Private,126743.0,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,1,0,3,Mexico,<=50K
3,Local-gov,85341.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,275943.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,82823.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,1,United-States,<=50K
1,Private,183388.0,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,116489.0,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,215789.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
0,Private,365871.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
4,Local-gov,199275.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,3,0,2,United-States,>50K
2,Self-emp-not-inc,34111.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
4,,314567.0,Some-college,10,Widowed,,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Self-emp-inc,102576.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,3,Trinadad&Tobago,<=50K
1,Private,103524.0,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,1,United-States,<=50K
3,Self-emp-not-inc,114222.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,246933.0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,107812.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,109162.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
4,Private,112798.0,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
1,Private,30612.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,105994.0,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,113090.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Private,26252.0,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
1,Private,49469.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,>50K
0,Private,172169.0,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,1,United-States,<=50K
2,Private,151029.0,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,134242.0,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,State-gov,87282.0,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
0,Private,84250.0,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,76107.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,United-States,>50K
4,Self-emp-inc,36085.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
1,Private,220333.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,>50K
4,Private,105363.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Portugal,<=50K
0,Private,198668.0,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
2,Private,157473.0,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,126568.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-inc,220896.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Federal-gov,236048.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,34218.0,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,4,0,4,United-States,>50K
4,Private,155915.0,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,139684.0,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,23778.0,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,236804.0,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,454321.0,1st-4th,2,Widowed,Handlers-cleaners,Other-relative,White,Male,0,0,0,Nicaragua,<=50K
2,Private,229148.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,3,Outlying-US(Guam-USVI-etc),<=50K
4,Local-gov,119986.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,Local-gov,455399.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,4,0,2,United-States,>50K
0,Private,301694.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,Mexico,<=50K
4,,155142.0,HS-grad,9,Widowed,,Not-in-family,Black,Male,0,0,0,United-States,<=50K
1,Private,259652.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,State-gov,156642.0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,94208.0,1st-4th,2,Divorced,Other-service,Unmarried,White,Female,0,0,1,Mexico,<=50K
1,Private,117719.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Portugal,<=50K
1,Local-gov,100817.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
1,Private,144990.0,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,198841.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Private,223881.0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,2,United-States,>50K
0,Private,264017.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,Canada,<=50K
0,State-gov,26842.0,Assoc-voc,11,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
2,Private,477345.0,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,3,2,Mexico,<=50K
0,Private,267412.0,Preschool,1,Never-married,Other-service,Own-child,Black,Female,1,0,0,Jamaica,<=50K
4,Self-emp-inc,190610.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
4,Private,281237.0,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,254593.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Private,159187.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,>50K
3,State-gov,200450.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,>50K
2,Local-gov,140854.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
3,Private,242517.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3,0,2,United-States,>50K
3,Self-emp-not-inc,294671.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,State-gov,68358.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
3,Private,107096.0,Bachelors,13,Never-married,Sales,Unmarried,White,Male,0,2,3,United-States,<=50K
2,Private,244419.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,195636.0,10th,6,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,4,United-States,>50K
2,Private,368586.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,2,Puerto-Rico,<=50K
1,Private,215808.0,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,165822.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,193379.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,120121.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,Local-gov,311603.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Private,323798.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,>50K
1,Private,253890.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,,105252.0,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,220696.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,194097.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,>50K
1,Private,181291.0,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Female,3,0,2,United-States,>50K
1,Private,258594.0,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,138976.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,3,United-States,<=50K
0,Private,81145.0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,250853.0,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,,365739.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,257863.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,203697.0,Masters,14,Never-married,Tech-support,Own-child,White,Male,0,0,3,United-States,<=50K
3,Private,87205.0,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,195161.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,,<=50K
2,Private,470486.0,1st-4th,2,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,2,2,Mexico,<=50K
3,Local-gov,93557.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,3,United-States,>50K
2,Private,107991.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,63081.0,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
1,Private,73988.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,136080.0,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,State-gov,49115.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,314649.0,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,0,0,2,,<=50K
0,Private,166224.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2,,118484.0,Prof-school,15,Married-civ-spouse,,Husband,White,Male,0,0,4,United-States,<=50K
4,Local-gov,291529.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,252392.0,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,Mexico,<=50K
2,Private,86912.0,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,193537.0,9th,5,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,3,Puerto-Rico,<=50K
1,Private,83231.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,325461.0,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,36011.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,274869.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,178322.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
2,Private,67666.0,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,2,United-States,<=50K
1,Private,153005.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,138269.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,265204.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,437318.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
2,Private,208109.0,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,91103.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
4,State-gov,388225.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
4,Self-emp-not-inc,42162.0,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
3,Self-emp-not-inc,417227.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
2,State-gov,180220.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,187560.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,127573.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,1,0,2,United-States,<=50K
3,Federal-gov,68898.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,78662.0,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,2,Mexico,<=50K
4,Private,158776.0,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,164575.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,328301.0,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,213897.0,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,3,Japan,>50K
2,Private,230684.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,381679.0,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,0,0,2,United-States,<=50K
2,Local-gov,360884.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,State-gov,256992.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
1,Private,112115.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,113577.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,189382.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,201080.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
3,Private,344415.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
4,Private,201232.0,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,332194.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,0,United-States,<=50K
1,Private,216864.0,9th,5,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,290922.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Local-gov,223548.0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,109419.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,3,0,2,United-States,>50K
1,Private,135296.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
4,State-gov,100270.0,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,99497.0,12th,8,Never-married,Other-service,Own-child,Other,Female,0,0,1,United-States,<=50K
1,,223665.0,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,4,United-States,<=50K
3,Self-emp-inc,341762.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,236483.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,,311570.0,HS-grad,9,Married-civ-spouse,,Other-relative,White,Female,0,0,1,United-States,<=50K
2,Private,588739.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,2,India,<=50K
2,Self-emp-inc,79521.0,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,0,3,United-States,>50K
2,Private,327435.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,229636.0,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2,0,3,United-States,<=50K
1,Private,124483.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,1,India,<=50K
4,Private,218764.0,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,State-gov,178100.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,,197057.0,Some-college,10,Never-married,,Own-child,Black,Male,0,0,1,United-States,<=50K
2,Private,191161.0,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,3,United-States,<=50K
4,Private,266828.0,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,1,0,2,United-States,<=50K
1,Private,251526.0,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0,United-States,<=50K
0,,145964.0,HS-grad,9,Never-married,,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,307149.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,37238.0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,129020.0,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,209432.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,139364.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,>50K
0,Federal-gov,169124.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,116391.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,176025.0,HS-grad,9,Never-married,Tech-support,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,44712.0,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,190759.0,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,185692.0,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,80576.0,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,282173.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Mexico,<=50K
0,Private,187158.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,214468.0,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,185410.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,87757.0,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,449578.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
1,Private,309028.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,155293.0,12th,8,Divorced,Sales,Not-in-family,White,Female,0,2,2,United-States,<=50K
3,Private,32825.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,216845.0,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Mexico,<=50K
2,State-gov,149640.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
0,State-gov,140985.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,218188.0,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
1,State-gov,187327.0,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,182511.0,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,157639.0,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
3,Local-gov,258498.0,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,87632.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,228394.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
4,State-gov,200732.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,3,Philippines,>50K
2,Private,49657.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Local-gov,106179.0,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,135267.0,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,,486436.0,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,>50K
1,Private,69757.0,Bachelors,13,Divorced,Exec-managerial,Other-relative,White,Female,0,0,3,United-States,<=50K
3,Private,190319.0,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1,2,Thailand,>50K
0,Private,188409.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Private,181246.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,103573.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,180725.0,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,State-gov,34862.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,2,,<=50K
3,Self-emp-inc,275236.0,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,76487.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Federal-gov,75073.0,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,231929.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,186410.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,344624.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,>50K
4,Private,97847.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,387521.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
0,,193511.0,Bachelors,13,Never-married,,Own-child,White,Female,0,0,1,El-Salvador,<=50K
0,Private,325033.0,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,>50K
2,Private,285637.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,3,United-States,<=50K
0,Private,186014.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,203160.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,,190290.0,Some-college,10,Never-married,,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,219553.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,290882.0,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,<=50K
3,Private,133403.0,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,3,1,United-States,<=50K
1,Private,150154.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
