rebalancing__type,rebalancing__n_neighbors,rebalancing__k_neighbors,prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neurons,classification__n_neighbors,classification__n_hidden_layers,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
NearMiss,2,,features_normalization_imputation_rebalancing_discretization_classification,,False,,True,RobustScaler,IterativeImputer,,most_frequent,roman,SelectKBest,,3,KBinsDiscretizer,,uniform,3,ordinal,,MLPClassifier,,10,,1,,,,,,,,fail,-inf
NearMiss,3,,discretization_imputation_features_normalization_rebalancing_classification,,False,,True,RobustScaler,FunctionTransformer,,,,SelectKBest,,8,KBinsDiscretizer,,uniform,4,ordinal,,MLPClassifier,,10,,1,,,,,,,,fail,-inf
NearMiss,2,,discretization_normalization_imputation_features_rebalancing_classification,,False,,True,RobustScaler,IterativeImputer,,constant,ascending,SelectKBest,,5,KBinsDiscretizer,,uniform,5,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,imputation_features_discretization_rebalancing_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,PCA,4,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,,19,,,,manhattan,,,,,previous_constraint,-inf
FunctionTransformer,,,normalization_imputation_discretization_features_rebalancing_classification,,False,,True,RobustScaler,IterativeImputer,,constant,ascending,SelectKBest,,9,KBinsDiscretizer,,uniform,4,ordinal,,MLPClassifier,,10,,1,,,,,,,,success,0.8528836358887293
FunctionTransformer,,,imputation_features_rebalancing_discretization_normalization_classification,,False,,True,RobustScaler,IterativeImputer,,constant,ascending,SelectKBest,,9,KBinsDiscretizer,,uniform,3,ordinal,,MLPClassifier,,100,,1,,,,,,,,success,0.8490836271820992
SMOTE,,6,imputation_discretization_rebalancing_features_normalization_classification,,False,,True,RobustScaler,IterativeImputer,,constant,ascending,SelectKBest,,7,KBinsDiscretizer,,uniform,3,ordinal,,MLPClassifier,,100,,1,,,,,,,,success,0.8562707326629229
SMOTE,,6,normalization_imputation_discretization_features_rebalancing_classification,,False,,True,RobustScaler,FunctionTransformer,,,,SelectKBest,,7,KBinsDiscretizer,,uniform,3,ordinal,uniform,KNeighborsClassifier,,,6,,,,euclidean,,,,,previous_constraint,-inf
SMOTE,,6,features_discretization_rebalancing_imputation_normalization_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,SelectKBest,,8,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,100,,1,,,,,,,,fail,-inf
SMOTE,,5,imputation_rebalancing_normalization_discretization_features_classification,,,,,PowerTransformer,IterativeImputer,,constant,ascending,SelectKBest,,6,KBinsDiscretizer,,uniform,5,ordinal,,MLPClassifier,,50,,50,,,,,,,,success,0.8430625571372602
SMOTE,,7,imputation_discretization_rebalancing_features_normalization_classification,,False,,True,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,3,ordinal,distance,KNeighborsClassifier,,,11,,,,euclidean,,,,,previous_constraint,-inf
SMOTE,,6,normalization_discretization_rebalancing_imputation_features_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,SelectKBest,,7,KBinsDiscretizer,,uniform,4,ordinal,,MLPClassifier,,200,,100,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,IterativeImputer,,constant,ascending,SelectKBest,,3,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_features_discretization_rebalancing_normalization_classification,,,,,PowerTransformer,IterativeImputer,,constant,ascending,SelectKBest,,3,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,5,,10,,,,,,,,success,0.787594358103696
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,IterativeImputer,,constant,roman,SelectKBest,,3,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_discretization_features_normalization_rebalancing_classification,,,,,PowerTransformer,IterativeImputer,,constant,roman,SelectKBest,,3,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,5,,10,,,,,,,,success,0.787594358103696
NearMiss,3,,features_rebalancing_normalization_discretization_imputation_classification,,,,,PowerTransformer,IterativeImputer,,constant,roman,SelectKBest,,2,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,IterativeImputer,,constant,roman,SelectKBest,,3,KBinsDiscretizer,,quantile,7,ordinal,uniform,KNeighborsClassifier,,,3,,,,minkowski,,,,,previous_constraint,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_rebalancing_features_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,2,,imputation_normalization_rebalancing_discretization_features_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,SelectKBest,,2,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,,10,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,5.0,,,,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,discretization_rebalancing_normalization_imputation_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,5.0,,,,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,rebalancing_normalization_discretization_features_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,5,Binarizer,5.0,,,,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,5.0,,,,,MLPClassifier,,5,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,Binarizer,5.0,,,,,MLPClassifier,,5,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,normalization_rebalancing_imputation_discretization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,5.0,,,,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
NearMiss,3,,features_discretization_rebalancing_normalization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,5,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,,5,,,,euclidean,,,,,previous_constraint,-inf
NearMiss,3,,rebalancing_features_normalization_discretization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,5,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,discretization_normalization_features_imputation_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.5,,,,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,25,,10,,,,,,,,success,0.862122023420835
SMOTE,,6,rebalancing_discretization_imputation_normalization_features_classification,,True,,True,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
FunctionTransformer,,,discretization_rebalancing_imputation_features_normalization_classification,,,,,PowerTransformer,IterativeImputer,,constant,descending,PCA,1,,KBinsDiscretizer,,quantile,3,ordinal,,MLPClassifier,,50,,200,,,,,,,,fail,-inf
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_rebalancing_features_discretization_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_normalization_features_discretization_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,rebalancing_imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,PCA,6,,Binarizer,0.5,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,2,,imputation_discretization_features_rebalancing_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,,,4,1,,5,1,4,entropy,success,0.7884828697052806
NearMiss,3,,rebalancing_features_discretization_normalization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,KBinsDiscretizer,,quantile,7,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,2,,rebalancing_features_discretization_imputation_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,7,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,,14,,,,euclidean,,,,,previous_constraint,-inf
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,0.5,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
SMOTE,,6,features_normalization_rebalancing_discretization_imputation_classification,False,,True,,StandardScaler,IterativeImputer,,constant,roman,PCA,7,,KBinsDiscretizer,,kmeans,6,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,normalization_features_rebalancing_imputation_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,SelectKBest,,3,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,Binarizer,0.0,,,,,MLPClassifier,,5,,5,,,,,,,,success,0.862122023420835
NearMiss,3,,discretization_features_normalization_rebalancing_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,5.0,,,,,MLPClassifier,,5,,25,,,,,,,,fail,-inf
NearMiss,3,,features_discretization_imputation_rebalancing_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,5,,5,,,,,,,,fail,-inf
NearMiss,3,,features_discretization_normalization_imputation_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,3,,rebalancing_normalization_imputation_features_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,5,KBinsDiscretizer,,kmeans,7,ordinal,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,2,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,50,,10,,,,,,,,success,0.862122023420835
SMOTE,,5,discretization_features_normalization_rebalancing_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,KBinsDiscretizer,,kmeans,6,ordinal,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,Binarizer,5.0,,,,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,1,,rebalancing_discretization_imputation_features_normalization_classification,,False,,False,RobustScaler,FunctionTransformer,,,,SelectKBest,,1,KBinsDiscretizer,,kmeans,3,ordinal,uniform,KNeighborsClassifier,,,19,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,3,,imputation_normalization_features_rebalancing_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,rebalancing_discretization_imputation_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,Binarizer,0.0,,,,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,discretization_rebalancing_features_imputation_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,200,,10,,,,,,,,fail,-inf
NearMiss,3,,discretization_imputation_features_rebalancing_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,5,,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,5,,50,,,,,,,,fail,-inf
NearMiss,3,,features_imputation_discretization_rebalancing_normalization_classification,False,,False,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,3,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,normalization_discretization_imputation_features_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,5,,25,,,,,,,,fail,-inf
NearMiss,3,,normalization_features_rebalancing_discretization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,5.0,,,,,MLPClassifier,,5,,100,,,,,,,,fail,-inf
FunctionTransformer,,,imputation_rebalancing_features_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,8,FunctionTransformer,,,,,distance,KNeighborsClassifier,,,14,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,3,,rebalancing_discretization_normalization_imputation_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_normalization_features_discretization_rebalancing_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,0.5,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,rebalancing_features_imputation_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,5,Binarizer,2.0,,,,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
NearMiss,1,,normalization_imputation_features_discretization_rebalancing_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,,8,,,,manhattan,,,,,previous_constraint,-inf
NearMiss,3,,discretization_features_normalization_imputation_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,4,KBinsDiscretizer,,quantile,7,ordinal,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
SMOTE,,7,discretization_features_rebalancing_imputation_normalization_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,arabic,PCA,3,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,rebalancing_imputation_features_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,5.0,,,,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,rebalancing_normalization_discretization_imputation_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,6,,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,0.5,,,,distance,KNeighborsClassifier,,,19,,,,minkowski,,,,,previous_constraint,-inf
NearMiss,3,,imputation_features_rebalancing_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,5.0,,,,,MLPClassifier,,10,,200,,,,,,,,success,0.8020343041225895
NearMiss,3,,normalization_features_discretization_imputation_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,SelectKBest,,3,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,rebalancing_discretization_normalization_features_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,100,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_normalization_rebalancing_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,2.0,,,,,MLPClassifier,,5,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,features_discretization_normalization_rebalancing_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_rebalancing_features_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,2.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,roman,SelectKBest,,4,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_features_discretization_normalization_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,50,,1,,,,,,,,success,0.8568588655260981
NearMiss,1,,imputation_rebalancing_features_discretization_normalization_classification,,False,,True,RobustScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,9,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,,,5,1,,2,1,1,gini,success,0.5540233337686649
NearMiss,3,,features_rebalancing_discretization_normalization_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,5.0,,,,,MLPClassifier,,10,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_rebalancing_discretization_features_normalization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,SelectKBest,,3,Binarizer,0.0,,,,,MLPClassifier,,50,,5,,,,,,,,fail,-inf
NearMiss,3,,discretization_imputation_normalization_rebalancing_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,3,,discretization_normalization_rebalancing_imputation_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,6,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,3,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,50,,5,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_features_normalization_rebalancing_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,5,Binarizer,0.5,,,,,MLPClassifier,,5,,200,,,,,,,,success,0.7850866309694833
NearMiss,3,,imputation_normalization_rebalancing_features_discretization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,SelectKBest,,3,Binarizer,5.0,,,,,MLPClassifier,,50,,5,,,,,,,,success,0.862122023420835
NearMiss,3,,discretization_normalization_rebalancing_features_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,3,,discretization_normalization_imputation_rebalancing_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,descending,PCA,7,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,,8,,,,euclidean,,,,,previous_constraint,-inf
NearMiss,3,,normalization_rebalancing_features_imputation_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,SelectKBest,,3,Binarizer,0.0,,,,,MLPClassifier,,200,,10,,,,,,,,fail,-inf
NearMiss,3,,normalization_imputation_rebalancing_features_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
FunctionTransformer,,,features_discretization_normalization_rebalancing_imputation_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
NearMiss,3,,discretization_rebalancing_normalization_features_imputation_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,200,,,,,,,,fail,-inf
NearMiss,3,,imputation_normalization_features_rebalancing_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,4,KBinsDiscretizer,,quantile,5,ordinal,,MLPClassifier,,50,,10,,,,,,,,success,0.7960800574637588
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_normalization_discretization_features_rebalancing_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,5,,50,,,,,,,,success,0.862122023420835
NearMiss,3,,imputation_normalization_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,rebalancing_normalization_imputation_discretization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,5,,1,,,,,,,,fail,-inf
NearMiss,3,,imputation_normalization_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,0.5,,,,,MLPClassifier,,25,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,normalization_imputation_features_rebalancing_discretization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,5,,200,,,,,,,,success,0.862122023420835
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,0.5,,,,,MLPClassifier,,25,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,5.0,,,,,MLPClassifier,,25,,100,,,,,,,,success,0.862122023420835
NearMiss,3,,normalization_imputation_rebalancing_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,4,Binarizer,0.5,,,,,MLPClassifier,,25,,5,,,,,,,,success,0.862122023420835
NearMiss,1,,normalization_imputation_features_rebalancing_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,,,2,5,,5,2,4,gini,previous_constraint,-inf
NearMiss,3,,rebalancing_imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,SelectKBest,,1,Binarizer,0.5,,,,,MLPClassifier,,25,,5,,,,,,,,fail,-inf
NearMiss,3,,imputation_normalization_features_rebalancing_discretization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,FunctionTransformer,,,KBinsDiscretizer,,kmeans,7,ordinal,uniform,KNeighborsClassifier,,,16,,,,euclidean,,,,,previous_constraint,-inf
NearMiss,3,,features_rebalancing_imputation_discretization_normalization_classification,,,,,PowerTransformer,IterativeImputer,,constant,roman,PCA,5,,KBinsDiscretizer,,quantile,6,ordinal,,GaussianNB,,,,,,,,,,,,previous_constraint,-inf
FunctionTransformer,,,rebalancing_discretization_imputation_normalization_features_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,SelectKBest,,2,Binarizer,0.5,,,,,MLPClassifier,,5,,10,,,,,,,,fail,-inf
NearMiss,3,,normalization_rebalancing_discretization_features_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,2,Binarizer,0.0,,,,,MLPClassifier,,10,,200,,,,,,,,fail,-inf
NearMiss,3,,features_imputation_rebalancing_normalization_discretization_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,2,Binarizer,5.0,,,,,MLPClassifier,,10,,25,,,,,,,,fail,-inf
NearMiss,3,,imputation_discretization_rebalancing_features_normalization_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,random,SelectKBest,,4,KBinsDiscretizer,,quantile,6,ordinal,,MLPClassifier,,5,,10,,,,,,,,success,0.862122023420835
NearMiss,3,,discretization_normalization_features_rebalancing_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,SelectKBest,,2,Binarizer,5.0,,,,,MLPClassifier,,5,,200,,,,,,,,fail,-inf
FunctionTransformer,,,rebalancing_imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,PCA,5,,Binarizer,2.0,,,,,DecisionTreeClassifier,best,,,,2,5,,2,3,1,gini,success,0.5
