prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.7970247268294806
features_discretization_imputation_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,distance,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,PCA,2,,KBinsDiscretizer,,uniform,3,ordinal,uniform,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,descending,FunctionTransformer,,,KBinsDiscretizer,,uniform,4,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.7877523834399895
imputation_normalization_discretization_features_classification,True,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,fail,-inf
discretization_imputation_normalization_features_classification,,True,,True,RobustScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,kmeans,4,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,descending,PCA,3,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,3,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,12,,,euclidean,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,success,0.7883666361934613
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.7854440381350398
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.8184523964999346
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,ascending,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.8002903661137957
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,,DecisionTreeClassifier,random,,4,1,,4,1,1,gini,fail,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.8022759131078316
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,1,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.583686604849593
imputation_normalization_features_discretization_classification,,False,,True,RobustScaler,IterativeImputer,,constant,descending,PCA,2,,KBinsDiscretizer,,kmeans,3,ordinal,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,FunctionTransformer,IterativeImputer,,constant,arabic,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,3,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.8365214836097689
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,success,0.8455724609289975
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
normalization_imputation_features_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,PCA,3,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,euclidean,,,,,fail,-inf
imputation_discretization_normalization_features_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,7,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,3,,,euclidean,,,,,fail,-inf
features_imputation_discretization_normalization_classification,,,,,PowerTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,2,2,,2,1,1,gini,fail,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,PCA,2,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,4,4,,4,2,2,gini,fail,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.8365214836097689
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.8355365460798397
imputation_features_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,arabic,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,success,0.8365214836097689
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.8466050672587176
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,PowerTransformer,IterativeImputer,,constant,arabic,FunctionTransformer,,,KBinsDiscretizer,,uniform,6,ordinal,uniform,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,fail,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,7,,,manhattan,,,,,success,0.8310086630969483
normalization_features_imputation_discretization_classification,True,,False,,StandardScaler,IterativeImputer,,constant,ascending,FunctionTransformer,,,KBinsDiscretizer,,kmeans,3,ordinal,,DecisionTreeClassifier,random,,2,4,,4,1,2,gini,success,0.49668930390492355
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,7,,,manhattan,,,,,success,0.8367049758391015
features_imputation_discretization_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,3,KBinsDiscretizer,,quantile,3,ordinal,,DecisionTreeClassifier,best,,2,1,,4,1,1,gini,fail,-inf
normalization_features_imputation_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,3,Binarizer,0.0,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,False,,True,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,fail,-inf
